Event,Lat,Long,Date,Time,Report
Event 3761-2022,27.012367014512,-79.070364292641,2022-07-01,01:56 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3761
Event 3746-2022,40.123525524571,-75.676632331306,2022-06-30,02:17 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3746
Event 3732-2022,40.900048668102,-86.187685775004,2022-06-29,06:17 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3732
Event 3722-2022,42.988785100933,-74.675262512345,2022-06-29,01:46 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3722
Event 3663-2022,31.332377406267,-82.398694036888,2022-06-28,01:54 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3663
Event 3666-2022,38.408980006305,-122.02985839758,2022-06-26,05:39 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3666
Event 3644-2022,34.517691266577,-117.14051318973,2022-06-25,04:13 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3644
Event 3640-2022,47.140131311162,-74.255860370676,2022-06-25,02:44 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3640
Event 3572-2022,36.936967226716,-84.262961550956,2022-06-24,02:41 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3572
Event 3575-2022,35.279386328216,-84.529755046045,2022-06-23,01:18 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3575
Event 3576-2022,44.486133226678,-124.67624418324,2022-06-22,04:20 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3576
Event 3584-2022,45.060399390825,-71.538917754736,2022-06-22,02:10 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3584
Event 3571-2022,42.356258698416,-80.229740168289,2022-06-21,08:29 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3571
Event 3570-2022,45.928095094117,-83.622745186511,2022-06-21,06:06 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3570
Event 3535-2022,42.419510269103,-117.37124446562,2022-06-20,06:00 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3535
Event 3537-2022,38.837106717487,-78.827758177317,2022-06-20,05:53 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3537
Event 3533-2022,29.289642325663,-98.912764798473,2022-06-20,04:54 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3533
Event 3532-2022,33.529294707553,-93.604618917195,2022-06-20,04:25 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3532
Event 3513-2022,44.727890141409,-87.930593440261,2022-06-20,03:40 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3513
Event 3514-2022,42.937513845883,-88.264449915736,2022-06-19,15:37 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3514
Event 3511-2022,37.152820510338,-95.610432873948,2022-06-19,06:20 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3511
Event 3512-2022,44.104517107067,-85.838591399594,2022-06-19,06:19 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3512
Event 3509-2022,34.088060057506,-77.639318108784,2022-06-19,04:33 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3509
Event 3449-2022,40.669660189929,-73.142839113266,2022-06-16,01:10 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3449
Event 3429-2022,37.446369919494,-115.35358870601,2022-06-14,04:34 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3429
Event 3415-2022,33.534351397798,-123.68102961317,2022-06-13,04:50 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3415
Event 3406-2022,34.298000829826,-115.5674239027,2022-06-12,04:25 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3406
Event 3342-2022,35.469895085502,-112.41109992821,2022-06-08,07:38 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3342
Event 3334-2022,35.021694394341,-111.58090608277,2022-06-07,07:43 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3334
Event 3314-2022,34.034326608829,-85.160967075759,2022-06-06,10:03 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3314
Event 3304-2022,34.600912258449,-120.11290581604,2022-06-06,05:01 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3304
Event 3282-2022,45.387196536503,-92.55986265181,2022-06-05,02:48 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3282
Event 3260-2022,42.157581216753,-95.838800504664,2022-06-03,07:01 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3260
Event 3253-2022,41.281863611835,-94.11721436412,2022-06-03,04:13 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3253
Event 3214-2022,30.252164514906,-111.25635802335,2022-05-31,06:24 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3214
Event 3201-2022,38.530303714922,-79.822677365252,2022-05-31,04:10 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3201
Event 3163-2022,42.978954882494,-72.563559883444,2022-05-30,01:28 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3163
Event 3147-2022,38.874766233868,-90.786457456916,2022-05-29,04:41 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3147
Event 3144-2022,45.723792180926,-68.438214065873,2022-05-29,02:16 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3144
Event 3110-2022,43.153552390534,-91.748369885066,2022-05-27,04:59 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3110
Event 3092-2022,32.227987435779,-110.8434738064,2022-05-26,02:52 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3092
Event 3029-2022,47.45007008975,-122.145894638,2022-05-22,06:46 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3029
Event 3025-2022,49.478837398532,-123.8782066893,2022-05-22,06:04 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3025
Event 3028-2022,34.528806548571,-84.794054190399,2022-05-22,05:59 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3028
Event 3009-2022,42.65987105054,-69.246234762809,2022-05-22,01:29 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/3009
Event 2981-2022,32.123473464131,-112.69798057603,2022-05-20,05:10 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2981
Event 2967-2022,40.54854959034,-89.685953978981,2022-05-19,03:38 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2967
Event 2953-2022,37.972905057696,-81.444222478678,2022-05-18,02:09 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2953
Event 2912-2022,42.21320507809,-78.778698889693,2022-05-16,03:18 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2912
Event 2887-2022,40.965114929784,-79.086739532095,2022-05-15,03:19 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2887
Event 2879-2022,44.456005751382,-93.292543646281,2022-05-15,03:02 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2879
Event 2877-2022,34.186842061855,-84.641325642968,2022-05-15,01:19 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2877
Event 2863-2022,38.451912803445,-81.043103329558,2022-05-14,03:38 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2863
Event 2857-2022,27.334355388492,-80.425790750538,2022-05-13,09:24 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2857
Event 2825-2022,34.672623416792,-98.761550755241,2022-05-12,03:00 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2825
Event 2824-2022,36.897307341087,-83.894794822821,2022-05-12,01:57 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2824
Event 2791-2022,38.240364597663,-122.57318501702,2022-05-10,04:36 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2791
Event 2783-2022,39.65884899759,-88.680651500803,2022-05-09,05:56 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2783
Event 2782-2022,44.954307806033,-112.53260861261,2022-05-09,04:22 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2782
Event 2715-2022,49.121273870279,-80.696019371001,2022-05-09,03:30 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2715
Event 2746-2022,33.616696510806,-78.501469646995,2022-05-06,09:46 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2746
Event 2667-2022,33.35716494175,-81.540326488417,2022-05-01,06:08 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2667
Event 2666-2022,49.404659197448,-120.54974062375,2022-05-01,05:36 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2666
Event 2664-2022,26.695900472206,-79.143081417561,2022-05-01,04:52 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2664
Event 2638-2022,47.098713156451,-113.51500743143,2022-04-30,03:37 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2638
Event 2636-2022,41.443444543597,-77.026169234981,2022-04-30,01:15 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2636
Event 2631-2022,34.291840118036,-96.204060591118,2022-04-29,12:57 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2631
Event 2615-2022,32.56921741412,-85.147333527935,2022-04-29,04:02 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2615
Event 2591-2022,31.513113595746,-91.436046117147,2022-04-27,13:05 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2591
Event 2579-2022,47.768926445723,-122.34206379114,2022-04-27,03:43 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2579
Event 2562-2022,48.053786270904,-82.878513390956,2022-04-26,01:25 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2562
Event 2545-2022,39.811050536444,-104.74201677885,2022-04-24,04:25 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2545
Event 2533-2022,43.170668081301,-67.088049531314,2022-04-23,08:07 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2533
Event 2493-2022,40.585285199275,-83.344433513264,2022-04-22,04:08 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2493
Event 2491-2022,39.653623698357,-82.020269668745,2022-04-22,01:50 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2491
Event 2484-2022,43.683357280185,-95.039003699268,2022-04-21,04:58 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2484
Event 2465-2022,26.920107395873,-65.799286044614,2022-04-20,07:28 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2465
Event 2438-2022,36.22829675228,-108.3570863326,2022-04-19,02:39 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2438
Event 2426-2022,40.769262465754,-72.282726853442,2022-04-18,09:16 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2426
Event 2400-2022,40.706039930165,-75.037748636591,2022-04-18,04:04 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2400
Event 2416-2022,44.744731821646,-79.055281217796,2022-04-18,03:38 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2416
Event 2415-2022,42.077006138796,-76.629746956473,2022-04-18,02:01 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2415
Event 2396-2022,41.206756063766,-104.52408845661,2022-04-17,10:15 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2396
Event 2394-2022,44.698488609554,-121.61351457563,2022-04-17,04:41 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2394
Event 2391-2022,25.762839186611,-80.096623695666,2022-04-17,01:40 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2391
Event 2366-2022,39.294417748593,-86.142563510434,2022-04-15,07:29 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2366
Event 2345-2022,39.023845092979,-91.53349038502,2022-04-13,21:45 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2345
Event 2323-2022,49.034711424932,-121.30179694449,2022-04-12,07:15 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2323
Event 2276-2022,35.37537133335,-90.323654290772,2022-04-10,02:59 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2276
Event 2275-2022,29.030218908783,-95.228393634224,2022-04-10,02:50 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2275
Event 2273-2022,30.067249269244,-81.964287808244,2022-04-10,02:30 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2273
Event 2271-2022,44.551914101813,-93.496832771235,2022-04-10,01:39 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2271
Event 2235-2022,37.989598686201,-76.765862137368,2022-04-08,09:35 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2235
Event 2232-2022,40.63289715563,-81.330275898865,2022-04-08,08:52 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2232
Event 2203-2022,37.805947175688,-87.833459765285,2022-04-06,01:45 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2203
Event 2151-2022,39.416064206373,-122.21101706263,2022-04-02,03:33 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2151
Event 2135-2022,37.924193135972,-121.60265080046,2022-03-31,13:01 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2135
Event 2127-2022,39.755073373681,-86.166177959292,2022-03-30,16:39 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2127
Event 2090-2022,27.698452802847,-84.220830548376,2022-03-30,01:52 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2090
Event 2102-2022,28.557172758819,-83.764380688159,2022-03-29,01:24 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2102
Event 2060-2022,29.217594820589,-99.448375331215,2022-03-27,02:21 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2060
Event 2056-2022,33.660334840942,-76.072181296043,2022-03-27,01:45 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2056
Event 2031-2022,38.162601256591,-123.69364733303,2022-03-26,06:40 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2031
Event 2024-2022,40.861615004347,-71.797782743018,2022-03-26,00:34 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/2024
Event 1993-2022,35.460226208473,-87.816195403896,2022-03-24,07:43 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1993
Event 1984-2022,51.823535895067,-97.555996016138,2022-03-24,02:48 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1984
Event 1965-2022,51.581202167749,-105.14584665863,2022-03-23,02:48 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1965
Event 1963-2022,41.216385519864,-69.393897899836,2022-03-23,01:27 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1963
Event 1962-2022,43.319433299801,-71.776158810343,2022-03-22,23:39 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1962
Event 1941-2022,27.586847267323,-82.257806899738,2022-03-22,01:44 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1941
Event 1923-2022,37.811054047142,-122.43369058443,2022-03-21,05:05 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1923
Event 1921-2022,23.529838152517,-85.063474842876,2022-03-21,03:24 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1921
Event 1920-2022,43.972491537402,-81.509597387955,2022-03-21,03:14 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1920
Event 1905-2022,30.699072708353,-98.537748783472,2022-03-20,10:52 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1905
Event 1902-2022,48.423643091128,-115.01290265657,2022-03-20,10:16 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1902
Event 1881-2022,37.045795151867,-93.258720969357,2022-03-20,01:09 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1881
Event 1876-2022,37.870508273752,-91.92724771449,2022-03-19,10:50 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1876
Event 1855-2022,34.768811346767,-84.507888386418,2022-03-19,00:54 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1855
Event 1847-2022,34.352856413371,-84.891105298747,2022-03-18,08:50 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1847
Event 1846-2022,41.580864984347,-77.979829789115,2022-03-18,03:02 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1846
Event 1836-2022,49.813890399679,-120.28402667349,2022-03-17,04:56 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1836
Event 1821-2022,42.54502624195,-72.431926616784,2022-03-17,02:02 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1821
Event 1793-2022,41.4285557812,-104.90724890775,2022-03-16,01:57 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1793
Event 1791-2022,38.677484914772,-95.462106662196,2022-03-15,11:04 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1791
Event 1789-2022,44.117729638969,-100.42497224487,2022-03-15,06:59 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1789
Event 1765-2022,40.763874059797,-75.329730127851,2022-03-15,04:36 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1765
Event 1762-2022,42.862227321233,-78.671014193008,2022-03-15,03:18 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1762
Event 1750-2022,42.559036969193,-88.073451387321,2022-03-14,02:35 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1750
Event 1729-2022,34.696262046383,-114.22959306997,2022-03-13,06:54 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1729
Event 1724-2022,38.02608668615,-104.95826701824,2022-03-13,05:00 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1724
Event 1716-2022,33.950244597575,-84.01611520527,2022-03-13,00:56 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1716
Event 1641-2022,46.10247804784,-97.2125018962,2022-03-12,10:55 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1641
Event 1638-2022,43.534639995059,-124.97300738579,2022-03-12,03:12 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1638
Event 1639-2022,42.466067517348,-71.077252497478,2022-03-12,02:58 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1639
Event 1624-2022,46.30595427951,-94.174980904089,2022-03-11,10:51 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1624
Event 1616-2022,36.025298461956,-85.124408836374,2022-03-11,01:02 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1616
Event 1608-2022,40.682189333125,-119.66442900173,2022-03-10,10:15 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1608
Event 1607-2022,34.65453491821,-84.114695926334,2022-03-10,07:16 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1607
Event 1579-2022,33.32468988548,-119.366489217,2022-03-09,06:04 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1579
Event 1525-2022,38.772252075177,-120.74173445928,2022-03-08,05:32 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1525
Event 1526-2022,40.944357917764,-93.741332871116,2022-03-08,05:26 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1526
Event 1539-2022,47.806766805629,-119.80372381787,2022-03-07,12:29 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1539
Event 1496-2022,41.423921502991,-88.167963355615,2022-03-05,09:52 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1496
Event 1494-2022,38.519811752292,-76.46725996115,2022-03-05,07:21 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1494
Event 1471-2022,40.751697040956,-78.762527403874,2022-03-04,03:01 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1471
Event 1407-2022,42.434871581685,-96.064616190529,2022-03-02,12:15 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1407
Event 1438-2022,43.313271022584,-85.872067044071,2022-03-02,11:05 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1438
Event 1436-2022,35.967652650671,-90.438695390786,2022-03-02,09:59 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1436
Event 1385-2022,34.210953127794,-119.22191095113,2022-03-01,02:21 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1385
Event 1403-2022,41.816430113347,-70.974539637595,2022-02-28,09:43 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1403
Event 1402-2022,41.242327685745,-71.47699729342,2022-02-28,09:41 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1402
Event 1382-2022,41.091874320835,-83.642552441177,2022-02-28,04:43 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1382
Event 1378-2022,41.420902361596,-81.546294985558,2022-02-28,02:07 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1378
Event 1350-2022,42.10976832848,-79.6813624133,2022-02-27,05:26 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1350
Event 1283-2022,40.820011535981,-73.346858973664,2022-02-24,04:02 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1283
Event 1255-2022,35.959982475095,-84.49632,2022-02-22,23:57 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1255
Event 1234-2022,42.061128838233,-80.085358943599,2022-02-22,03:43 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1234
Event 1233-2022,48.570252305898,-124.90514061904,2022-02-22,03:39 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1233
Event 1231-2022,42.504670468424,-77.160226518195,2022-02-22,03:34 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1231
Event 1212-2022,35.853511417816,-80.782658015533,2022-02-21,02:24 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1212
Event 1193-2022,39.092172114122,-90.687131727073,2022-02-20,03:13 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1193
Event 1167-2022,37.309314234665,-103.06071141093,2022-02-19,03:32 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1167
Event 1170-2022,43.140159031695,-74.319611320912,2022-02-19,03:10 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1170
Event 1156-2022,29.646125966356,-94.268067101797,2022-02-18,07:05 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1156
Event 1115-2022,31.117747754315,-84.818926497208,2022-02-16,04:29 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1115
Event 1104-2022,39.496569784718,-80.549182559564,2022-02-16,02:18 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1104
Event 1105-2022,40.531584860445,-87.47131697882,2022-02-15,07:14 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1105
Event 1093-2022,35.717278045066,-91.660753734152,2022-02-14,21:08 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1093
Event 1085-2022,43.488700697563,-81.054719121,2022-02-14,04:43 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1085
Event 1082-2022,45.357459204616,-85.911378327942,2022-02-14,03:59 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1082
Event 1076-2022,40.217082276604,-107.39846127494,2022-02-13,12:46 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1076
Event 1056-2022,38.865340089494,-108.91483258041,2022-02-13,01:33 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1056
Event 1051-2022,33.925619094224,-117.97548291355,2022-02-12,06:10 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1051
Event 1036-2022,32.757511641241,-82.759300862148,2022-02-11,08:30 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1036
Event 1000-2022,36.359420243108,-85.146572146777,2022-02-11,03:24 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1000
Event 1002-2022,34.970393300141,-117.39221877687,2022-02-11,02:57 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1002
Event 1003-2022,36.586620596125,-112.36550301417,2022-02-10,08:41 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/1003
Event 996-2022,34.358487664521,-80.47418598677,2022-02-09,23:45 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/996
Event 988-2022,39.701313223727,-74.947603988546,2022-02-09,10:20 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/988
Event 966-2022,32.872762058423,-98.561174307304,2022-02-09,02:45 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/966
Event 980-2022,33.015361248617,-98.315514430914,2022-02-09,02:27 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/980
Event 916-2022,39.665113813226,-87.283297306824,2022-02-06,07:23 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/916
Event 899-2022,47.916069315879,-109.44821331846,2022-02-06,02:08 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/899
Event 878-2022,39.080496082458,-84.806818370358,2022-02-05,00:14 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/878
Event 868-2022,42.970785853233,-119.23592647471,2022-02-04,12:45 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/868
Event 841-2022,32.022252420393,-83.526298692488,2022-02-02,23:45 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/841
Event 815-2022,43.018691772507,-79.835222926619,2022-02-02,02:24 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/815
Event 802-2022,41.014337775096,-119.8195139979,2022-02-01,03:05 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/802
Event 772-2022,33.764017098891,-87.106330916817,2022-01-31,00:21 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/772
Event 764-2022,31.8713412261,-121.33745768159,2022-01-30,06:55 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/764
Event 756-2022,29.79138426631,-82.100844347911,2022-01-30,04:34 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/756
Event 754-2022,32.774230719498,-85.381603553784,2022-01-29,23:34 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/754
Event 740-2022,31.827118160452,-99.139036527837,2022-01-29,06:06 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/740
Event 723-2022,26.333403617938,-79.926333417899,2022-01-29,01:42 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/723
Event 722-2022,35.640337882526,-87.996899349649,2022-01-29,01:12 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/722
Event 692-2022,42.150777692753,-85.29823652353,2022-01-27,04:48 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/692
Event 688-2022,32.008420104903,-84.172414195028,2022-01-27,01:41 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/688
Event 649-2022,39.967130782794,-93.643627362789,2022-01-25,11:11 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/649
Event 591-2022,40.272570435307,-105.74944985748,2022-01-24,03:19 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/591
Event 617-2022,40.38454555788,-111.26850114258,2022-01-24,02:36 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/617
Event 598-2022,43.384907345631,-120.99990626209,2022-01-23,16:25 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/598
Event 581-2022,47.026194434838,-71.951134361254,2022-01-23,00:47 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/581
Event 527-2022,42.283466262608,-100.80900763958,2022-01-21,00:33 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/527
Event 512-2022,42.609220525026,-91.854416359529,2022-01-20,12:46 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/512
Event 510-2022,36.059921508245,-79.854433586956,2022-01-20,03:53 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/510
Event 480-2022,47.513219643281,-70.022330348543,2022-01-19,04:48 UT,https://fireball.amsmeteors.org//members/imo_view/event/2022/480
